wcag,count
1.4.3,4072
2.4.1,486
4.1.2,2919
1.3.1,4520
2.4.2,11
3.1.1,387
4.1.1,915
2.4.4,600
1.1.1,2001
1.4.4,92
2.2.1,1
2.2.4,1
3.2.5,1
2.4.7,13
