wcag,count
4.1.1,861
4.1.2,19296
2.4.1,98
2.4.4,18449
1.3.1,1697
1.4.3,2488
3.1.1,23
1.4.4,40
2.2.1,3
2.2.4,3
3.2.5,3
1.1.1,129
2.4.2,3
