wcag,count
1.4.3,2029
1.3.1,854
4.1.1,562
1.1.1,132
2.4.4,453
4.1.2,657
3.1.1,36
2.4.1,18
2.2.1,4
2.2.4,4
3.2.5,4
2.4.7,1
2.4.2,5
1.4.4,1
