wcag,count
1.4.3,1898
1.3.1,778
4.1.1,560
1.1.1,131
2.4.4,446
4.1.2,649
3.1.1,35
2.4.1,16
2.2.1,4
2.2.4,4
3.2.5,4
2.4.7,1
2.4.2,5
1.4.4,1
