wcag,count
4.1.1,867
4.1.2,17754
1.3.1,1697
1.4.3,2498
2.4.1,97
2.4.4,16904
3.1.1,23
1.4.4,40
2.2.1,3
2.2.4,3
3.2.5,3
1.1.1,129
2.4.2,3
