wcag,count
1.4.3,3963
2.4.1,485
4.1.2,2956
1.3.1,4555
2.4.2,11
3.1.1,387
4.1.1,742
2.4.4,624
1.1.1,1986
1.4.4,92
2.2.1,1
2.2.4,1
3.2.5,1
2.4.7,13
