wcag,count
2.4.1,484
4.1.2,2955
1.3.1,4552
1.4.3,3960
2.4.4,602
3.1.1,387
1.1.1,1991
4.1.1,746
2.4.2,11
2.2.1,1
2.2.4,1
3.2.5,1
1.4.4,92
2.4.7,13
